Clan,Escudo,Puesto,Nombre,Trofeos,Donaciones,Rol;
Mkers DE,https://statsroyale.com/images/clanwars/16000144_magical.png,#4,rene,5894,216,Veterano;
Mkers DE,https://statsroyale.com/images/clanwars/16000144_magical.png,#5,Leusen,5842,366,Miembro;
Mkers DE,https://statsroyale.com/images/clanwars/16000144_magical.png,#6,kinglazar,5823,340,Veterano;
Mkers DE,https://statsroyale.com/images/clanwars/16000144_magical.png,#7,Ra's al Ghul,5808,104,Veterano;
Mkers DE,https://statsroyale.com/images/clanwars/16000144_magical.png,#8,cristina,5805,272,Veterano;
Mkers DE,https://statsroyale.com/images/clanwars/16000144_magical.png,#9,Toninho,5700,149,Veterano;
Mkers DE,https://statsroyale.com/images/clanwars/16000144_magical.png,#10,MaxiKing,5691,320,Veterano;
Mkers DE,https://statsroyale.com/images/clanwars/16000144_magical.png,#11,Benny592,5618,70,Miembro;
Mkers DE,https://statsroyale.com/images/clanwars/16000144_magical.png,#12,⭐Marcel⭐,5606,40,Miembro;
Mkers DE,https://statsroyale.com/images/clanwars/16000144_magical.png,#13,Nova I Robitime,5605,45,Miembro;
Mkers DE,https://statsroyale.com/images/clanwars/16000144_magical.png,#14,Wurstsalat0815,5590,120,Veterano;
Mkers DE,https://statsroyale.com/images/clanwars/16000144_magical.png,#15,Night hawk,5556,55,Veterano;
Mkers DE,https://statsroyale.com/images/clanwars/16000144_magical.png,#16,TyloFFM,5553,486,Colíder;
Mkers DE,https://statsroyale.com/images/clanwars/16000144_magical.png,#17,⭐️LinusIsGod⭐️,5551,90,Veterano;
Mkers DE,https://statsroyale.com/images/clanwars/16000144_magical.png,#18,Undercover187,5551,10,Colíder;
Mkers DE,https://statsroyale.com/images/clanwars/16000144_magical.png,#19,Casmin,5526,315,Veterano;
Mkers DE,https://statsroyale.com/images/clanwars/16000144_magical.png,#20,b͛l͛o͛o͛d͛,5517,92,Miembro;
Mkers DE,https://statsroyale.com/images/clanwars/16000144_magical.png,#21,Klaus,5501,187,Miembro;
Mkers DE,https://statsroyale.com/images/clanwars/16000144_magical.png,#22,Kyo,5499,0,Colíder;
Mkers DE,https://statsroyale.com/images/clanwars/16000144_magical.png,#23,DrDissel21,5452,438,Miembro;
Mkers DE,https://statsroyale.com/images/clanwars/16000144_magical.png,#24,DomeDasBeast,5440,80,Líder;
Mkers DE,https://statsroyale.com/images/clanwars/16000144_magical.png,#25,DELTA,5436,136,Colíder;
Mkers DE,https://statsroyale.com/images/clanwars/16000144_magical.png,#26,henfre1,5432,294,Miembro;
Mkers DE,https://statsroyale.com/images/clanwars/16000144_magical.png,#27,chillkroete,5431,379,Miembro;
Mkers DE,https://statsroyale.com/images/clanwars/16000144_magical.png,#28,rEtrO,5431,154,Miembro;
Mkers DE,https://statsroyale.com/images/clanwars/16000144_magical.png,#29,Aaron,5371,40,Colíder;
Mkers DE,https://statsroyale.com/images/clanwars/16000144_magical.png,#30,GrOnkHOgg,5358,104,Veterano;
Mkers DE,https://statsroyale.com/images/clanwars/16000144_magical.png,#31,⭐️Hannes⭐️,5352,14,Miembro;
Mkers DE,https://statsroyale.com/images/clanwars/16000144_magical.png,#32,Con182,5334,0,Veterano;
Mkers DE,https://statsroyale.com/images/clanwars/16000144_magical.png,#33,Walat,5331,70,Veterano;
Mkers DE,https://statsroyale.com/images/clanwars/16000144_magical.png,#34,Marsimoto,5320,166,Miembro;
Mkers DE,https://statsroyale.com/images/clanwars/16000144_magical.png,#35,Pilot Rai,5302,10,Veterano;
Mkers DE,https://statsroyale.com/images/clanwars/16000144_magical.png,#36,XiiSTH ' #,5242,10,Veterano;
Mkers DE,https://statsroyale.com/images/clanwars/16000144_magical.png,#37,GibNach,5221,20,Veterano;
Mkers DE,https://statsroyale.com/images/clanwars/16000144_magical.png,#38,Legendary Fire,5219,70,Miembro;
Mkers DE,https://statsroyale.com/images/clanwars/16000144_magical.png,#39,huhnerstier,5206,168,Veterano;
Mkers DE,https://statsroyale.com/images/clanwars/16000144_magical.png,#40,MeinRoyalSmurf,5204,104,Veterano;
Mkers DE,https://statsroyale.com/images/clanwars/16000144_magical.png,#41,Trainer Cheater,5204,0,Veterano;
Mkers DE,https://statsroyale.com/images/clanwars/16000144_magical.png,#42,POLAREN,5198,28,Veterano;
Mkers DE,https://statsroyale.com/images/clanwars/16000144_magical.png,#43,D4ddlY_F4LcON,5176,40,Miembro;
Mkers DE,https://statsroyale.com/images/clanwars/16000144_magical.png,#44,DeR-BoEhM,5126,134,Veterano;
Mkers DE,https://statsroyale.com/images/clanwars/16000144_magical.png,#45,Kriemafa,5121,28,Veterano;
Mkers DE,https://statsroyale.com/images/clanwars/16000144_magical.png,#46,༺Rotrix༻,5093,80,Miembro;
Mkers DE,https://statsroyale.com/images/clanwars/16000144_magical.png,#47,Entertainer Dom,5022,369,Colíder;
Mkers DE,https://statsroyale.com/images/clanwars/16000144_magical.png,#48,Sonik,4926,106,Veterano;
Mkers DE,https://statsroyale.com/images/clanwars/16000144_magical.png,#49,⭐️⭐️Vukii⭐️⭐️,4921,0,Miembro;
Dutch Corps,https://statsroyale.com/images/clanwars/16000028_magical.png,#1,donxavie,6299,0,Miembro;
Dutch Corps,https://statsroyale.com/images/clanwars/16000028_magical.png,#2,BadBoRiri,6163,180,Veterano;
Dutch Corps,https://statsroyale.com/images/clanwars/16000028_magical.png,#3,MausWaus_10,6131,406,Colíder;
Dutch Corps,https://statsroyale.com/images/clanwars/16000028_magical.png,#4,MilanoilZeiker,5901,866,Veterano;
Dutch Corps,https://statsroyale.com/images/clanwars/16000028_magical.png,#5,PhoenixHaai,5895,44,Veterano;
Dutch Corps,https://statsroyale.com/images/clanwars/16000028_magical.png,#6,masterpro(frank,5864,154,Miembro;
Dutch Corps,https://statsroyale.com/images/clanwars/16000028_magical.png,#7,FEEST,5841,92,Colíder;
Dutch Corps,https://statsroyale.com/images/clanwars/16000028_magical.png,#8,Ronnie,5835,0,Líder;
Dutch Corps,https://statsroyale.com/images/clanwars/16000028_magical.png,#9,Global Fighter,5833,554,Veterano;
Dutch Corps,https://statsroyale.com/images/clanwars/16000028_magical.png,#10,Lars,5815,516,Veterano;
Dutch Corps,https://statsroyale.com/images/clanwars/16000028_magical.png,#11,MagicPony,5801,522,Colíder;
Dutch Corps,https://statsroyale.com/images/clanwars/16000028_magical.png,#12,Chief Juan,5760,20,Veterano;
Dutch Corps,https://statsroyale.com/images/clanwars/16000028_magical.png,#13,CR7,5690,648,Miembro;
Dutch Corps,https://statsroyale.com/images/clanwars/16000028_magical.png,#14,Effortless™,5682,136,Veterano;
Dutch Corps,https://statsroyale.com/images/clanwars/16000028_magical.png,#15,Grim,5679,30,Miembro;
Dutch Corps,https://statsroyale.com/images/clanwars/16000028_magical.png,#16,⚡️Rocketbird⚡️,5664,40,Veterano;
Dutch Corps,https://statsroyale.com/images/clanwars/16000028_magical.png,#17,SirThomas,5616,30,Veterano;
Dutch Corps,https://statsroyale.com/images/clanwars/16000028_magical.png,#18,Ebonic junior,5615,0,Miembro;
Dutch Corps,https://statsroyale.com/images/clanwars/16000028_magical.png,#19,sam_flow,5614,0,Miembro;
Dutch Corps,https://statsroyale.com/images/clanwars/16000028_magical.png,#20,troll king,5570,0,Miembro;
Dutch Corps,https://statsroyale.com/images/clanwars/16000028_magical.png,#21,playernl,5552,865,Veterano;
Dutch Corps,https://statsroyale.com/images/clanwars/16000028_magical.png,#22,aars-hamer aron,5550,0,Miembro;
Dutch Corps,https://statsroyale.com/images/clanwars/16000028_magical.png,#23,Daniël,5548,996,Colíder;
Dutch Corps,https://statsroyale.com/images/clanwars/16000028_magical.png,#24,TonyMalony王氏家族,5517,802,Miembro;
Dutch Corps,https://statsroyale.com/images/clanwars/16000028_magical.png,#25,SevnAlias,5516,962,Miembro;
Dutch Corps,https://statsroyale.com/images/clanwars/16000028_magical.png,#26,tboekhorst,5510,665,Miembro;
Dutch Corps,https://statsroyale.com/images/clanwars/16000028_magical.png,#27,mar34nix,5459,0,Miembro;
Dutch Corps,https://statsroyale.com/images/clanwars/16000028_magical.png,#28,RTE Hennie,5437,1564,Miembro;
Dutch Corps,https://statsroyale.com/images/clanwars/16000028_magical.png,#29,DanyP,5405,56,Miembro;
Dutch Corps,https://statsroyale.com/images/clanwars/16000028_magical.png,#30,Darkbunnystar™,5365,308,Miembro;
Dutch Corps,https://statsroyale.com/images/clanwars/16000028_magical.png,#31,BoomGio,5289,170,Miembro;
Dutch Corps,https://statsroyale.com/images/clanwars/16000028_magical.png,#32,Booty Bread,5228,401,Veterano;
Dutch Corps,https://statsroyale.com/images/clanwars/16000028_magical.png,#33,Robin,5220,588,Miembro;
Dutch Corps,https://statsroyale.com/images/clanwars/16000028_magical.png,#34,ara,5217,204,Veterano;
Dutch Corps,https://statsroyale.com/images/clanwars/16000028_magical.png,#35,BigBossTim,5209,10,Miembro;
Dutch Corps,https://statsroyale.com/images/clanwars/16000028_magical.png,#36,Robin,5207,1410,Veterano;
Dutch Corps,https://statsroyale.com/images/clanwars/16000028_magical.png,#37,rick,5206,298,Veterano;
Dutch Corps,https://statsroyale.com/images/clanwars/16000028_magical.png,#38,soul。,5182,454,Miembro;
Dutch Corps,https://statsroyale.com/images/clanwars/16000028_magical.png,#39,u mad bro,5158,70,Colíder;
Dutch Corps,https://statsroyale.com/images/clanwars/16000028_magical.png,#40,nawix,5157,924,Miembro;
Dutch Corps,https://statsroyale.com/images/clanwars/16000028_magical.png,#41,Beast_Timm,5156,786,Miembro;
Dutch Corps,https://statsroyale.com/images/clanwars/16000028_magical.png,#42,milan_1998,5149,119,Miembro;
Dutch Corps,https://statsroyale.com/images/clanwars/16000028_magical.png,#43,Hoyke,5126,982,Colíder;
Dutch Corps,https://statsroyale.com/images/clanwars/16000028_magical.png,#44,StefDestroyer10,5081,0,Miembro;
Dutch Corps,https://statsroyale.com/images/clanwars/16000028_magical.png,#45,Ian,5039,200,Colíder;
Dutch Corps,https://statsroyale.com/images/clanwars/16000028_magical.png,#46,svenmania,5025,300,Miembro;
Dutch Corps,https://statsroyale.com/images/clanwars/16000028_magical.png,#47,Rufio,5024,622,Colíder;
Dutch Corps,https://statsroyale.com/images/clanwars/16000028_magical.png,#48,mark,4881,56,Colíder;
Dutch Corps,https://statsroyale.com/images/clanwars/16000028_magical.png,#49,Fujitora™,4724,0,Miembro;
EpicShockZz ❤,https://statsroyale.com/images/clanwars/16000154_magical.png,#1,⭐️ScreenIsGod⭐️,6038,0,Veterano;
EpicShockZz ❤,https://statsroyale.com/images/clanwars/16000154_magical.png,#2,J.Ö,6032,168,Veterano;
EpicShockZz ❤,https://statsroyale.com/images/clanwars/16000154_magical.png,#3,Thor-Hammer,5887,268,Veterano;
EpicShockZz ❤,https://statsroyale.com/images/clanwars/16000154_magical.png,#4,crazykiller,5837,78,Colíder;
EpicShockZz ❤,https://statsroyale.com/images/clanwars/16000154_magical.png,#5,Beast Warrior,5809,18,Veterano;
EpicShockZz ❤,https://statsroyale.com/images/clanwars/16000154_magical.png,#6,daniel,5784,200,Veterano;
EpicShockZz ❤,https://statsroyale.com/images/clanwars/16000154_magical.png,#7,Kenny,5650,28,Veterano;
EpicShockZz ❤,https://statsroyale.com/images/clanwars/16000154_magical.png,#8,Darth Vader✋,5624,10,Veterano;
EpicShockZz ❤,https://statsroyale.com/images/clanwars/16000154_magical.png,#9,Smily2712,5605,162,Líder;
EpicShockZz ❤,https://statsroyale.com/images/clanwars/16000154_magical.png,#10,U52,5583,686,Veterano;
EpicShockZz ❤,https://statsroyale.com/images/clanwars/16000154_magical.png,#11,Trafalgar_Dead,5575,28,Veterano;
EpicShockZz ❤,https://statsroyale.com/images/clanwars/16000154_magical.png,#12,¥Beni¥,5542,606,Veterano;
EpicShockZz ❤,https://statsroyale.com/images/clanwars/16000154_magical.png,#13,Powerman,5523,729,Veterano;
EpicShockZz ❤,https://statsroyale.com/images/clanwars/16000154_magical.png,#14,Epic Darkblade,5510,259,Veterano;
EpicShockZz ❤,https://statsroyale.com/images/clanwars/16000154_magical.png,#15,Tobi,5508,290,Veterano;
EpicShockZz ❤,https://statsroyale.com/images/clanwars/16000154_magical.png,#16,czecchri,5504,118,Colíder;
EpicShockZz ❤,https://statsroyale.com/images/clanwars/16000154_magical.png,#17,Farhad♧♤Matin,5482,68,Miembro;
EpicShockZz ❤,https://statsroyale.com/images/clanwars/16000154_magical.png,#18,Swipe,5478,166,Veterano;
EpicShockZz ❤,https://statsroyale.com/images/clanwars/16000154_magical.png,#19,Robben,5455,261,Miembro;
EpicShockZz ❤,https://statsroyale.com/images/clanwars/16000154_magical.png,#20,xl.Enno.lx,5450,154,Veterano;
EpicShockZz ❤,https://statsroyale.com/images/clanwars/16000154_magical.png,#21,Flow,5419,634,Veterano;
EpicShockZz ❤,https://statsroyale.com/images/clanwars/16000154_magical.png,#22,FAT,5415,208,Veterano;
EpicShockZz ❤,https://statsroyale.com/images/clanwars/16000154_magical.png,#23,⭐Firestorm⭐,5404,92,Colíder;
EpicShockZz ❤,https://statsroyale.com/images/clanwars/16000154_magical.png,#24,emperorpal,5393,70,Veterano;
EpicShockZz ❤,https://statsroyale.com/images/clanwars/16000154_magical.png,#25,⭐Dennis⭐,5387,80,Miembro;
EpicShockZz ❤,https://statsroyale.com/images/clanwars/16000154_magical.png,#26,King,5326,694,Miembro;
EpicShockZz ❤,https://statsroyale.com/images/clanwars/16000154_magical.png,#27,Blue Stone ♠️,5325,10,Veterano;
EpicShockZz ❤,https://statsroyale.com/images/clanwars/16000154_magical.png,#28,Antonio,5305,10,Veterano;
EpicShockZz ❤,https://statsroyale.com/images/clanwars/16000154_magical.png,#29,XMAF75,5300,158,Veterano;
EpicShockZz ❤,https://statsroyale.com/images/clanwars/16000154_magical.png,#30,Karl der Esser,5300,465,Veterano;
EpicShockZz ❤,https://statsroyale.com/images/clanwars/16000154_magical.png,#31,⭐marcelfro⭐,5287,620,Veterano;
EpicShockZz ❤,https://statsroyale.com/images/clanwars/16000154_magical.png,#32,Array,5227,100,Veterano;
EpicShockZz ❤,https://statsroyale.com/images/clanwars/16000154_magical.png,#33,Beschty,5215,0,Miembro;
EpicShockZz ❤,https://statsroyale.com/images/clanwars/16000154_magical.png,#34,helz,5213,116,Veterano;
EpicShockZz ❤,https://statsroyale.com/images/clanwars/16000154_magical.png,#35,⚔k...o⚔,5174,801,Veterano;
EpicShockZz ❤,https://statsroyale.com/images/clanwars/16000154_magical.png,#36,⭐️Nick Dorian⭐️,5172,611,Veterano;
EpicShockZz ❤,https://statsroyale.com/images/clanwars/16000154_magical.png,#37,s12dm,5160,108,Veterano;
EpicShockZz ❤,https://statsroyale.com/images/clanwars/16000154_magical.png,#38,TillosGnadlos,5154,250,Veterano;
EpicShockZz ❤,https://statsroyale.com/images/clanwars/16000154_magical.png,#39,whit3™,5131,0,Veterano;
EpicShockZz ❤,https://statsroyale.com/images/clanwars/16000154_magical.png,#40,stefan12357,5092,116,Veterano;
EpicShockZz ❤,https://statsroyale.com/images/clanwars/16000154_magical.png,#41,Paili,5042,1108,Miembro;
EpicShockZz ❤,https://statsroyale.com/images/clanwars/16000154_magical.png,#42,FaLL[M]en,5004,406,Miembro;
EpicShockZz ❤,https://statsroyale.com/images/clanwars/16000154_magical.png,#43,xImSkYRiiKzZ,4907,335,Miembro;
パリピジョンST,https://statsroyale.com/images/clanwars/16000077_magical.png,#1,ジストＳＴ,6258,2,Líder;
パリピジョンST,https://statsroyale.com/images/clanwars/16000077_magical.png,#2,許容範囲@タワーは飾り,6021,120,Veterano;
パリピジョンST,https://statsroyale.com/images/clanwars/16000077_magical.png,#3,〜One Piece〜,6003,60,Colíder;
パリピジョンST,https://statsroyale.com/images/clanwars/16000077_magical.png,#4,コーくん,5959,0,Veterano;
パリピジョンST,https://statsroyale.com/images/clanwars/16000077_magical.png,#5,ふじしん,5852,852,Veterano;
パリピジョンST,https://statsroyale.com/images/clanwars/16000077_magical.png,#6,DAIYA,5844,0,Miembro;
パリピジョンST,https://statsroyale.com/images/clanwars/16000077_magical.png,#7,かずお,5841,250,Veterano;
パリピジョンST,https://statsroyale.com/images/clanwars/16000077_magical.png,#8,闇に舞い降りた天才,5819,212,Veterano;
パリピジョンST,https://statsroyale.com/images/clanwars/16000077_magical.png,#9,神の子kid,5814,0,Veterano;
パリピジョンST,https://statsroyale.com/images/clanwars/16000077_magical.png,#10,よーや,5806,698,Veterano;
パリピジョンST,https://statsroyale.com/images/clanwars/16000077_magical.png,#11,やーまん,5720,86,Veterano;
パリピジョンST,https://statsroyale.com/images/clanwars/16000077_magical.png,#12,tukasa,5716,0,Colíder;
パリピジョンST,https://statsroyale.com/images/clanwars/16000077_magical.png,#13,うんkちゃん,5714,818,Colíder;
パリピジョンST,https://statsroyale.com/images/clanwars/16000077_magical.png,#14,FC Barcelona,5708,8,Veterano;
パリピジョンST,https://statsroyale.com/images/clanwars/16000077_magical.png,#15,あおあおさん,5697,8,Veterano;
パリピジョンST,https://statsroyale.com/images/clanwars/16000077_magical.png,#16,ユウイ2,5695,59,Veterano;
パリピジョンST,https://statsroyale.com/images/clanwars/16000077_magical.png,#17,ちゃんおき,5694,700,Veterano;
パリピジョンST,https://statsroyale.com/images/clanwars/16000077_magical.png,#18,bkr,5674,38,Colíder;
"パリピジョンST,https://statsroyale.com/images/clanwars/16000077_magical.png,#19,""""""murasame"""""",5658,689,Veterano";
パリピジョンST,https://statsroyale.com/images/clanwars/16000077_magical.png,#20,きょう,5588,56,Miembro;
パリピジョンST,https://statsroyale.com/images/clanwars/16000077_magical.png,#21,政宗,5537,213,Veterano;
パリピジョンST,https://statsroyale.com/images/clanwars/16000077_magical.png,#22,竜太郎,5527,10,Colíder;
パリピジョンST,https://statsroyale.com/images/clanwars/16000077_magical.png,#23,まんまん侍,5526,200,Veterano;
パリピジョンST,https://statsroyale.com/images/clanwars/16000077_magical.png,#24,りーきでーす。,5502,0,Veterano;
パリピジョンST,https://statsroyale.com/images/clanwars/16000077_magical.png,#25,kensei,5470,18,Veterano;
パリピジョンST,https://statsroyale.com/images/clanwars/16000077_magical.png,#26,けんた,5433,585,Veterano;
パリピジョンST,https://statsroyale.com/images/clanwars/16000077_magical.png,#27,りー,5426,131,Veterano;
パリピジョンST,https://statsroyale.com/images/clanwars/16000077_magical.png,#28,まさ™️,5387,690,Veterano;
パリピジョンST,https://statsroyale.com/images/clanwars/16000077_magical.png,#29,トルコの天才,5370,116,Veterano;
パリピジョンST,https://statsroyale.com/images/clanwars/16000077_magical.png,#30,くりぃむパン,5370,794,Veterano;
パリピジョンST,https://statsroyale.com/images/clanwars/16000077_magical.png,#31,しんじくん,5310,228,Veterano;
パリピジョンST,https://statsroyale.com/images/clanwars/16000077_magical.png,#32,Wanted!!!!,5302,978,Veterano;
パリピジョンST,https://statsroyale.com/images/clanwars/16000077_magical.png,#33,コンソメVer.1.6,5300,316,Veterano;
パリピジョンST,https://statsroyale.com/images/clanwars/16000077_magical.png,#34,メル,5279,264,Veterano;
パリピジョンST,https://statsroyale.com/images/clanwars/16000077_magical.png,#35,せな^o^,5272,304,Veterano;
パリピジョンST,https://statsroyale.com/images/clanwars/16000077_magical.png,#36,マリオーネット,5249,655,Colíder;
パリピジョンST,https://statsroyale.com/images/clanwars/16000077_magical.png,#37,まき,5231,440,Veterano;
パリピジョンST,https://statsroyale.com/images/clanwars/16000077_magical.png,#38,ジャス,5222,486,Veterano;
パリピジョンST,https://statsroyale.com/images/clanwars/16000077_magical.png,#39,キノピー,5213,50,Veterano;
パリピジョンST,https://statsroyale.com/images/clanwars/16000077_magical.png,#40,ナガチャピン,5205,229,Veterano;
パリピジョンST,https://statsroyale.com/images/clanwars/16000077_magical.png,#41,みず,5183,208,Veterano;
パリピジョンST,https://statsroyale.com/images/clanwars/16000077_magical.png,#42,ぼのぼの,5100,365,Colíder;
パリピジョンST,https://statsroyale.com/images/clanwars/16000077_magical.png,#43,エメさん,5083,263,Colíder;
パリピジョンST,https://statsroyale.com/images/clanwars/16000077_magical.png,#44,カービィ,5055,130,Veterano;
パリピジョンST,https://statsroyale.com/images/clanwars/16000077_magical.png,#45,T⃝S⃝U⃝B⃝A⃝S⃝A⃝,5027,270,Veterano;
パリピジョンST,https://statsroyale.com/images/clanwars/16000077_magical.png,#46,アーロン2作の,5011,192,Veterano;
パリピジョンST,https://statsroyale.com/images/clanwars/16000077_magical.png,#47,もら,4957,132,Veterano;
パリピジョンST,https://statsroyale.com/images/clanwars/16000077_magical.png,#48,家の警備はろたがやる！自宅警官,4609,388,Veterano;
パリピジョンST,https://statsroyale.com/images/clanwars/16000077_magical.png,#49,^_^梅(^｡^),4555,174,Veterano;
パリピジョンST,https://statsroyale.com/images/clanwars/16000077_magical.png,#50,てい,4530,0,Veterano;
Nova l MANGÚ™,https://statsroyale.com/images/clanwars/16000044_magical.png,#1,Dominicano❤️,6422,0,Colíder;
Nova l MANGÚ™,https://statsroyale.com/images/clanwars/16000044_magical.png,#2,Jan AbUsO,6332,238,Colíder;
Nova l MANGÚ™,https://statsroyale.com/images/clanwars/16000044_magical.png,#3,Maiki woo PR,6214,10,Miembro;
Nova l MANGÚ™,https://statsroyale.com/images/clanwars/16000044_magical.png,#4,Wicho On Fire,5964,0,Miembro;
Nova l MANGÚ™,https://statsroyale.com/images/clanwars/16000044_magical.png,#5,Patoo,5909,0,Colíder;
Nova l MANGÚ™,https://statsroyale.com/images/clanwars/16000044_magical.png,#6,*Edd*,5835,60,Veterano;
Nova l MANGÚ™,https://statsroyale.com/images/clanwars/16000044_magical.png,#7,lex,5809,340,Miembro;
Nova l MANGÚ™,https://statsroyale.com/images/clanwars/16000044_magical.png,#8,EL_FUERTE,5767,0,Miembro;
Nova l MANGÚ™,https://statsroyale.com/images/clanwars/16000044_magical.png,#9,KennethNuñez504,5709,20,Miembro;
Nova l MANGÚ™,https://statsroyale.com/images/clanwars/16000044_magical.png,#10,/\/ / \/ /,5675,302,Veterano;
Nova l MANGÚ™,https://statsroyale.com/images/clanwars/16000044_magical.png,#11,Coli,5603,0,Veterano;
Nova l MANGÚ™,https://statsroyale.com/images/clanwars/16000044_magical.png,#12,@EL iLeGaL $,5588,178,Colíder;
Nova l MANGÚ™,https://statsroyale.com/images/clanwars/16000044_magical.png,#13,Eyy-Emma-RD=￣ω￣,5578,38,Miembro;
Nova l MANGÚ™,https://statsroyale.com/images/clanwars/16000044_magical.png,#14,jeykool,5527,386,Miembro;
Nova l MANGÚ™,https://statsroyale.com/images/clanwars/16000044_magical.png,#15,Jos Joaquin,5523,48,Veterano;
Nova l MANGÚ™,https://statsroyale.com/images/clanwars/16000044_magical.png,#16,Javier™,5516,66,Colíder;
Nova l MANGÚ™,https://statsroyale.com/images/clanwars/16000044_magical.png,#17,Angel_you_tube,5515,20,Veterano;
Nova l MANGÚ™,https://statsroyale.com/images/clanwars/16000044_magical.png,#18,Nova I Legacy,5501,20,Miembro;
Nova l MANGÚ™,https://statsroyale.com/images/clanwars/16000044_magical.png,#19,()))=VJRD=(((),5477,458,Miembro;
Nova l MANGÚ™,https://statsroyale.com/images/clanwars/16000044_magical.png,#20,nova I Luis,5475,244,Miembro;
Nova l MANGÚ™,https://statsroyale.com/images/clanwars/16000044_magical.png,#21,牛啊大叔,5471,126,Veterano;
Nova l MANGÚ™,https://statsroyale.com/images/clanwars/16000044_magical.png,#22,Grillo™,5469,0,Miembro;
Nova l MANGÚ™,https://statsroyale.com/images/clanwars/16000044_magical.png,#23,Nova I Danyelo™,5460,192,Miembro;
Nova l MANGÚ™,https://statsroyale.com/images/clanwars/16000044_magical.png,#24,José Joaquín,5460,442,Miembro;
Nova l MANGÚ™,https://statsroyale.com/images/clanwars/16000044_magical.png,#25,Anthony,5428,118,Miembro;
Nova l MANGÚ™,https://statsroyale.com/images/clanwars/16000044_magical.png,#26,Infrasonic,5413,156,Colíder;
Nova l MANGÚ™,https://statsroyale.com/images/clanwars/16000044_magical.png,#27,Asashby,5411,0,Miembro;
Nova l MANGÚ™,https://statsroyale.com/images/clanwars/16000044_magical.png,#28,FedeOnFire,5394,28,Líder;
Nova l MANGÚ™,https://statsroyale.com/images/clanwars/16000044_magical.png,#29,inoa,5384,166,Colíder;
Nova l MANGÚ™,https://statsroyale.com/images/clanwars/16000044_magical.png,#30,david molina,5364,90,Veterano;
Nova l MANGÚ™,https://statsroyale.com/images/clanwars/16000044_magical.png,#31,Ramosalberto,5357,80,Veterano;
Nova l MANGÚ™,https://statsroyale.com/images/clanwars/16000044_magical.png,#32,Alex™,5335,184,Miembro;
Nova l MANGÚ™,https://statsroyale.com/images/clanwars/16000044_magical.png,#33,Joancp,5316,186,Veterano;
Nova l MANGÚ™,https://statsroyale.com/images/clanwars/16000044_magical.png,#34,Makina nocturna,5304,270,Colíder;
Nova l MANGÚ™,https://statsroyale.com/images/clanwars/16000044_magical.png,#35,Brayner,5288,10,Veterano;
Nova l MANGÚ™,https://statsroyale.com/images/clanwars/16000044_magical.png,#36,CHOGO,5281,182,Miembro;
Nova l MANGÚ™,https://statsroyale.com/images/clanwars/16000044_magical.png,#37,captaincanela,5262,118,Colíder;
Nova l MANGÚ™,https://statsroyale.com/images/clanwars/16000044_magical.png,#38,Arturo,5257,344,Colíder;
Nova l MANGÚ™,https://statsroyale.com/images/clanwars/16000044_magical.png,#39,Kevin,5242,314,Miembro;
Nova l MANGÚ™,https://statsroyale.com/images/clanwars/16000044_magical.png,#40,kotorra,5221,0,Veterano;
Nova l MANGÚ™,https://statsroyale.com/images/clanwars/16000044_magical.png,#41,MatiCasla,5211,84,Veterano;
Nova l MANGÚ™,https://statsroyale.com/images/clanwars/16000044_magical.png,#42,Milciades Arias,5209,208,Veterano;
Nova l MANGÚ™,https://statsroyale.com/images/clanwars/16000044_magical.png,#43,⚡⚡FERCHO PRO⚡⚡,5201,350,Veterano;
Nova l MANGÚ™,https://statsroyale.com/images/clanwars/16000044_magical.png,#44,$$_ANGEL_$$,5188,40,Miembro;
Nova l MANGÚ™,https://statsroyale.com/images/clanwars/16000044_magical.png,#45,Rogue Jedi,5170,88,Veterano;
Nova l MANGÚ™,https://statsroyale.com/images/clanwars/16000044_magical.png,#46,momochi,5167,118,Veterano;
Nova l MANGÚ™,https://statsroyale.com/images/clanwars/16000044_magical.png,#47,Mingolito,5154,336,Miembro;
Nova l MANGÚ™,https://statsroyale.com/images/clanwars/16000044_magical.png,#48,rufinator 502,5147,60,Miembro;
Nova l MANGÚ™,https://statsroyale.com/images/clanwars/16000044_magical.png,#49,Angelo™,5082,8,Colíder;
Nova l MANGÚ™,https://statsroyale.com/images/clanwars/16000044_magical.png,#50,Hamlet Acv2,5059,10,Veterano;
白银帝国,https://statsroyale.com/images/clanwars/16000178_magical.png,#1,哥先点支烟,6465,40,Veterano;
白银帝国,https://statsroyale.com/images/clanwars/16000178_magical.png,#2,风起天澜,6411,0,Colíder;
白银帝国,https://statsroyale.com/images/clanwars/16000178_magical.png,#3,辣椒骑云_J,6335,0,Líder;
白银帝国,https://statsroyale.com/images/clanwars/16000178_magical.png,#4,飞翔,6211,0,Miembro;
白银帝国,https://statsroyale.com/images/clanwars/16000178_magical.png,#5,皓炜de后花园,6135,0,Veterano;
白银帝国,https://statsroyale.com/images/clanwars/16000178_magical.png,#6,焚天,6121,0,Miembro;
白银帝国,https://statsroyale.com/images/clanwars/16000178_magical.png,#7,坏坏的流氓兔,5937,0,Miembro;
白银帝国,https://statsroyale.com/images/clanwars/16000178_magical.png,#8,iknow,5925,0,Miembro;
白银帝国,https://statsroyale.com/images/clanwars/16000178_magical.png,#9,兜兜,5881,0,Veterano;
白银帝国,https://statsroyale.com/images/clanwars/16000178_magical.png,#10,GTT、73,5817,48,Miembro;
